start_date,end_date,category,start,stop,miles,purpose,day,month,route,trip_duration,hour,is_weekend,high_distance
2016-11-25 13:13:00,2016-11-25 13:31:00,Business,Durham,Cary,11.1,Meeting,Friday,November,Durham - Cary,18.0,13.0,False,False
2016-11-26 15:54:00,2016-11-26 15:59:00,Business,Cary,Cary,1.4,Meeting,Saturday,November,Cary - Cary,5.0,15.0,True,False
2016-11-26 17:00:00,2016-11-26 17:12:00,Business,Cary,Apex,5.1,Meeting,Saturday,November,Cary - Apex,12.0,17.0,True,False
2016-11-26 17:36:00,2016-11-26 17:56:00,Business,Apex,Holly Springs,9.0,Meeting,Saturday,November,Apex - Holly Springs,20.0,17.0,True,False
2016-11-26 18:29:00,2016-11-26 19:04:00,Business,Holly Springs,Cary,13.3,Between Offices,Saturday,November,Holly Springs - Cary,35.0,18.0,True,False
2016-11-26 19:47:00,2016-11-26 19:54:00,Business,Cary,Cary,2.5,Errand/Supplies,Saturday,November,Cary - Cary,7.0,19.0,True,False
2016-11-27 15:59:00,2016-11-27 16:06:00,Business,Cary,Morrisville,3.3,Meal/Entertain,Sunday,November,Cary - Morrisville,7.0,15.0,True,False
2016-11-27 18:55:00,2016-11-27 19:09:00,Business,Morrisville,Cary,2.9,Meeting,Sunday,November,Morrisville - Cary,14.0,18.0,True,False
2016-11-30 11:03:00,2016-11-30 11:34:00,Business,Cary,Raleigh,8.5,Customer Visit,Wednesday,November,Cary - Raleigh,31.0,11.0,False,False
2016-11-30 11:53:00,2016-11-30 12:35:00,Business,Raleigh,Morrisville,6.7,Temporary Site,Wednesday,November,Raleigh - Morrisville,42.0,11.0,False,False
2016-11-30 12:43:00,2016-11-30 12:53:00,Business,Morrisville,Cary,3.1,Meeting,Wednesday,November,Morrisville - Cary,10.0,12.0,False,False
2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,Thursday,December,Cary - Cary,15.0,7.0,False,False
2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,Thursday,December,Cary - Cary,16.0,8.0,False,False
2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,Thursday,December,Cary - Morrisville,12.0,18.0,False,False
2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,Thursday,December,Morrisville - Cary,10.0,20.0,False,False
2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,Friday,December,Cary - Apex,11.0,12.0,False,False
2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,Friday,December,Apex - Cary,15.0,13.0,False,False
2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,Friday,December,Cary - Morrisville,7.0,20.0,False,False
2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,Friday,December,Morrisville - Cary,8.0,22.0,False,False
2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,Saturday,December,Cary - Wake Co.,21.0,18.0,True,False
2016-12-03 19:08:00,2016-12-03 19:15:00,Business,Wake Co.,Morrisville,1.8,Meeting,Saturday,December,Wake Co. - Morrisville,7.0,19.0,True,False
2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,Saturday,December,Morrisville - Cary,10.0,20.0,True,False
2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,Sunday,December,Cary - Morrisville,7.0,18.0,True,False
2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,Sunday,December,Morrisville - Cary,11.0,20.0,True,False
2016-12-05 18:04:00,2016-12-05 18:17:00,Business,Cary,Cary,4.1,Meeting,Monday,December,Cary - Cary,13.0,18.0,False,False
2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,Monday,December,Cary - Cary,15.0,19.0,False,False
2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,Wednesday,December,Cary - Cary,29.0,12.0,False,False
2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,Wednesday,December,Cary - Cary,11.0,12.0,False,False
2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,Wednesday,December,Cary - Cary,20.0,19.0,False,False
2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,Wednesday,December,Cary - Cary,37.0,21.0,False,False
2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,Thursday,December,Cary - Cary,13.0,14.0,False,False
2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,Thursday,December,Cary - Cary,9.0,14.0,False,False
2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,Thursday,December,Cary - Cary,5.0,19.0,False,False
2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,Thursday,December,Cary - Cary,5.0,21.0,False,False
2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,Friday,December,Cary - Apex,15.0,12.0,False,False
2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,Friday,December,Apex - Cary,28.0,13.0,False,False
2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,Friday,December,Cary - Cary,23.0,20.0,False,False
2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,Friday,December,Cary - Cary,54.0,22.0,False,False
2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,Saturday,December,Cary - Fuquay-Varina,33.0,12.0,True,False
2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,Saturday,December,Fuquay-Varina - Cary,36.0,14.0,True,False
2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,Saturday,December,Cary - Morrisville,10.0,18.0,True,False
2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,Saturday,December,Morrisville - Cary,12.0,22.0,True,False
2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,Sunday,December,Cary - Morrisville,10.0,16.0,True,False
2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,Sunday,December,Morrisville - Cary,10.0,19.0,True,False
2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,Sunday,December,Cary - Cary,8.0,21.0,True,False
2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,Monday,December,Cary - Cary,10.0,13.0,False,False
2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,Monday,December,Cary - Apex,15.0,13.0,False,False
2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,Monday,December,Apex - Cary,13.0,14.0,False,False
2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,Monday,December,Cary - Morrisville,10.0,17.0,False,False
2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,Monday,December,Morrisville - Cary,9.0,20.0,False,False
2016-12-13 18:19:00,2016-12-13 18:29:00,Business,Cary,Cary,4.2,Errand/Supplies,Tuesday,December,Cary - Cary,10.0,18.0,False,False
2016-12-13 20:20:00,2016-12-13 20:29:00,Business,Cary,Cary,4.1,Meal/Entertain,Tuesday,December,Cary - Cary,9.0,20.0,False,False
2016-12-14 16:52:00,2016-12-14 17:10:00,Business,Cary,Cary,3.4,Meeting,Wednesday,December,Cary - Cary,18.0,16.0,False,False
2016-12-14 17:22:00,2016-12-14 17:34:00,Business,Cary,Cary,3.3,Meeting,Wednesday,December,Cary - Cary,12.0,17.0,False,False
2016-12-14 17:50:00,2016-12-14 18:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,Wednesday,December,Cary - Morrisville,10.0,17.0,False,False
2016-12-14 20:24:00,2016-12-14 20:40:00,Business,Morrisville,Cary,3.1,Customer Visit,Wednesday,December,Morrisville - Cary,16.0,20.0,False,False
2016-12-15 14:20:00,2016-12-15 14:54:00,Business,Cary,Morrisville,10.6,Meeting,Thursday,December,Cary - Morrisville,34.0,14.0,False,False
2016-12-17 15:38:00,2016-12-17 16:12:00,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,Saturday,December,Unknown Location - Unknown Location,34.0,15.0,True,False
2016-12-17 17:19:00,2016-12-17 17:59:00,Business,Unknown Location,Unknown Location,5.3,Temporary Site,Saturday,December,Unknown Location - Unknown Location,40.0,17.0,True,False
2016-12-18 13:03:00,2016-12-18 13:41:00,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,Sunday,December,Unknown Location - Unknown Location,38.0,13.0,True,False
2016-12-18 16:38:00,2016-12-18 17:25:00,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,Sunday,December,Unknown Location - Unknown Location,47.0,16.0,True,False
2016-12-18 20:35:00,2016-12-18 21:04:00,Business,Unknown Location,Unknown Location,9.2,Meeting,Sunday,December,Unknown Location - Unknown Location,29.0,20.0,True,False
2016-12-19 09:08:00,2016-12-19 09:36:00,Business,Unknown Location,Islamabad,7.7,Errand/Supplies,Monday,December,Unknown Location - Islamabad,28.0,9.0,False,False
2016-12-19 10:15:00,2016-12-19 10:34:00,Business,Islamabad,Rawalpindi,5.9,Temporary Site,Monday,December,Islamabad - Rawalpindi,19.0,10.0,False,False
2016-12-19 13:04:00,2016-12-19 13:08:00,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies,Monday,December,Rawalpindi - Unknown Location,4.0,13.0,False,False
2016-12-19 13:24:00,2016-12-19 13:35:00,Business,Unknown Location,Unknown Location,1.3,Meeting,Monday,December,Unknown Location - Unknown Location,11.0,13.0,False,False
2016-12-19 14:07:00,2016-12-19 14:15:00,Business,Unknown Location,Unknown Location,2.5,Meeting,Monday,December,Unknown Location - Unknown Location,8.0,14.0,False,False
2016-12-19 14:18:00,2016-12-19 14:32:00,Business,Unknown Location,Unknown Location,5.3,Meeting,Monday,December,Unknown Location - Unknown Location,14.0,14.0,False,False
2016-12-19 14:37:00,2016-12-19 14:50:00,Business,Unknown Location,Unknown Location,5.4,Meeting,Monday,December,Unknown Location - Unknown Location,13.0,14.0,False,False
2016-12-19 15:09:00,2016-12-19 15:38:00,Business,Unknown Location,Rawalpindi,10.2,Customer Visit,Monday,December,Unknown Location - Rawalpindi,29.0,15.0,False,False
2016-12-19 16:50:00,2016-12-19 17:09:00,Business,Rawalpindi,Islamabad,7.2,Customer Visit,Monday,December,Rawalpindi - Islamabad,19.0,16.0,False,False
2016-12-19 19:05:00,2016-12-19 19:17:00,Business,Islamabad,Unknown Location,2.2,Meeting,Monday,December,Islamabad - Unknown Location,12.0,19.0,False,False
2016-12-19 19:55:00,2016-12-19 20:30:00,Business,Unknown Location,Unknown Location,11.0,Meeting,Monday,December,Unknown Location - Unknown Location,35.0,19.0,False,False
2016-12-20 08:49:00,2016-12-20 09:24:00,Business,Unknown Location,Rawalpindi,12.0,Meeting,Tuesday,December,Unknown Location - Rawalpindi,35.0,8.0,False,False
2016-12-20 10:30:00,2016-12-20 10:48:00,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies,Tuesday,December,Rawalpindi - Rawalpindi,18.0,10.0,False,False
2016-12-20 11:30:00,2016-12-20 12:17:00,Business,Rawalpindi,Unknown Location,19.4,Meeting,Tuesday,December,Rawalpindi - Unknown Location,47.0,11.0,False,False
2016-12-20 13:14:00,2016-12-20 13:20:00,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies,Tuesday,December,Unknown Location - Unknown Location,6.0,13.0,False,False
2016-12-20 13:54:00,2016-12-20 14:17:00,Business,Unknown Location,Islamabad,5.7,Temporary Site,Tuesday,December,Unknown Location - Islamabad,23.0,13.0,False,False
2016-12-20 16:14:00,2016-12-20 16:24:00,Business,Islamabad,Islamabad,1.8,Errand/Supplies,Tuesday,December,Islamabad - Islamabad,10.0,16.0,False,False
2016-12-20 16:56:00,2016-12-20 17:07:00,Business,Islamabad,Islamabad,1.4,Errand/Supplies,Tuesday,December,Islamabad - Islamabad,11.0,16.0,False,False
2016-12-20 18:47:00,2016-12-20 19:21:00,Business,Islamabad,Unknown Location,10.3,Customer Visit,Tuesday,December,Islamabad - Unknown Location,34.0,18.0,False,False
2016-12-21 07:42:00,2016-12-21 08:10:00,Business,Unknown Location,Unknown Location,11.5,Meeting,Wednesday,December,Unknown Location - Unknown Location,28.0,7.0,False,False
2016-12-21 10:14:00,2016-12-21 10:30:00,Business,Unknown Location,Islamabad,4.9,Errand/Supplies,Wednesday,December,Unknown Location - Islamabad,16.0,10.0,False,False
2016-12-21 11:35:00,2016-12-21 11:49:00,Business,Islamabad,Unknown Location,3.5,Meal/Entertain,Wednesday,December,Islamabad - Unknown Location,14.0,11.0,False,False
2016-12-21 12:51:00,2016-12-21 13:33:00,Business,Unknown Location,Unknown Location,16.2,Meeting,Wednesday,December,Unknown Location - Unknown Location,42.0,12.0,False,False
2016-12-21 15:38:00,2016-12-21 15:49:00,Business,Unknown Location,Unknown Location,2.0,Errand/Supplies,Wednesday,December,Unknown Location - Unknown Location,11.0,15.0,False,False
2016-12-21 15:55:00,2016-12-21 16:05:00,Business,Unknown Location,Islamabad,2.1,Errand/Supplies,Wednesday,December,Unknown Location - Islamabad,10.0,15.0,False,False
2016-12-21 17:45:00,2016-12-21 17:54:00,Business,Islamabad,Islamabad,2.1,Meeting,Wednesday,December,Islamabad - Islamabad,9.0,17.0,False,False
2016-12-21 17:59:00,2016-12-21 18:31:00,Business,Islamabad,Unknown Location,7.2,Customer Visit,Wednesday,December,Islamabad - Unknown Location,32.0,17.0,False,False
2016-12-21 19:49:00,2016-12-21 20:35:00,Business,Unknown Location,Rawalpindi,12.0,Meeting,Wednesday,December,Unknown Location - Rawalpindi,46.0,19.0,False,False
2016-12-21 20:56:00,2016-12-21 23:42:00,Business,Rawalpindi,Unknown Location,103.0,Meeting,Wednesday,December,Rawalpindi - Unknown Location,166.0,20.0,False,True
2016-12-22 15:40:00,2016-12-22 16:38:00,Business,Unknown Location,Unknown Location,32.3,Meeting,Thursday,December,Unknown Location - Unknown Location,58.0,15.0,False,True
2016-12-22 17:04:00,2016-12-22 17:20:00,Business,Unknown Location,Unknown Location,5.3,Customer Visit,Thursday,December,Unknown Location - Unknown Location,16.0,17.0,False,False
2016-12-22 17:27:00,2016-12-22 17:53:00,Business,Unknown Location,Unknown Location,11.6,Meeting,Thursday,December,Unknown Location - Unknown Location,26.0,17.0,False,False
2016-12-22 17:56:00,2016-12-22 18:29:00,Business,Unknown Location,Unknown Location,23.2,Meeting,Thursday,December,Unknown Location - Unknown Location,33.0,17.0,False,True
2016-12-22 18:31:00,2016-12-22 18:37:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,Thursday,December,Unknown Location - Unknown Location,6.0,18.0,False,False
2016-12-22 18:38:00,2016-12-22 18:47:00,Business,Unknown Location,Unknown Location,12.3,Temporary Site,Thursday,December,Unknown Location - Unknown Location,9.0,18.0,False,False
2016-12-22 19:04:00,2016-12-22 19:50:00,Business,Unknown Location,Lahore,14.0,Meeting,Thursday,December,Unknown Location - Lahore,46.0,19.0,False,False
2016-12-22 21:41:00,2016-12-22 21:53:00,Business,Lahore,Lahore,2.1,Meal/Entertain,Thursday,December,Lahore - Lahore,12.0,21.0,False,False
2016-12-22 23:27:00,2016-12-22 23:32:00,Business,Lahore,Lahore,2.1,Customer Visit,Thursday,December,Lahore - Lahore,5.0,23.0,False,False
2016-12-23 09:21:00,2016-12-23 09:41:00,Business,Lahore,Lahore,3.0,Meeting,Friday,December,Lahore - Lahore,20.0,9.0,False,False
2016-12-23 11:33:00,2016-12-23 11:58:00,Business,Lahore,Unknown Location,6.2,Meeting,Friday,December,Lahore - Unknown Location,25.0,11.0,False,False
2016-12-23 14:15:00,2016-12-23 15:25:00,Business,Unknown Location,Unknown Location,9.6,Meeting,Friday,December,Unknown Location - Unknown Location,70.0,14.0,False,False
2016-12-23 16:23:00,2016-12-23 16:34:00,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies,Friday,December,Unknown Location - Unknown Location,11.0,16.0,False,False
2016-12-23 17:34:00,2016-12-23 18:27:00,Business,Unknown Location,Lahore,7.1,Meal/Entertain,Friday,December,Unknown Location - Lahore,53.0,17.0,False,False
2016-12-24 07:43:00,2016-12-24 08:04:00,Business,Lahore,Unknown Location,6.3,Meal/Entertain,Saturday,December,Lahore - Unknown Location,21.0,7.0,True,False
2016-12-24 09:19:00,2016-12-24 09:55:00,Business,Unknown Location,Lahore,10.7,Meal/Entertain,Saturday,December,Unknown Location - Lahore,36.0,9.0,True,False
2016-12-24 10:34:00,2016-12-24 10:53:00,Business,Lahore,Lahore,5.3,Meal/Entertain,Saturday,December,Lahore - Lahore,19.0,10.0,True,False
2016-12-24 12:51:00,2016-12-24 12:53:00,Business,Lahore,Lahore,1.6,Errand/Supplies,Saturday,December,Lahore - Lahore,2.0,12.0,True,False
2016-12-24 13:08:00,2016-12-24 13:29:00,Business,Lahore,Lahore,3.6,Errand/Supplies,Saturday,December,Lahore - Lahore,21.0,13.0,True,False
2016-12-24 17:12:00,2016-12-24 17:27:00,Business,Lahore,Lahore,1.7,Errand/Supplies,Saturday,December,Lahore - Lahore,15.0,17.0,True,False
2016-12-24 19:12:00,2016-12-24 19:27:00,Business,Lahore,Lahore,2.9,Meal/Entertain,Saturday,December,Lahore - Lahore,15.0,19.0,True,False
2016-12-24 22:04:00,2016-12-24 22:09:00,Business,Lahore,Lahore,0.6,Errand/Supplies,Saturday,December,Lahore - Lahore,5.0,22.0,True,False
2016-12-25 00:10:00,2016-12-25 00:14:00,Business,Lahore,Lahore,0.6,Errand/Supplies,Sunday,December,Lahore - Lahore,4.0,0.0,True,False
2016-12-25 19:15:00,2016-12-25 19:26:00,Business,Lahore,Lahore,2.3,Meal/Entertain,Sunday,December,Lahore - Lahore,11.0,19.0,True,False
2016-12-25 21:58:00,2016-12-25 22:04:00,Business,Lahore,Lahore,2.3,Meal/Entertain,Sunday,December,Lahore - Lahore,6.0,21.0,True,False
2016-12-26 08:30:00,2016-12-26 08:41:00,Business,Lahore,Lahore,3.2,Meal/Entertain,Monday,December,Lahore - Lahore,11.0,8.0,False,False
2016-12-26 09:05:00,2016-12-26 09:19:00,Business,Lahore,Lahore,6.2,Customer Visit,Monday,December,Lahore - Lahore,14.0,9.0,False,False
2016-12-26 10:15:00,2016-12-26 10:36:00,Business,Lahore,Lahore,7.7,Customer Visit,Monday,December,Lahore - Lahore,21.0,10.0,False,False
2016-12-26 11:29:00,2016-12-26 11:42:00,Business,Lahore,Lahore,3.8,Customer Visit,Monday,December,Lahore - Lahore,13.0,11.0,False,False
2016-12-26 13:09:00,2016-12-26 13:43:00,Business,Lahore,Unknown Location,7.9,Meeting,Monday,December,Lahore - Unknown Location,34.0,13.0,False,False
2016-12-27 07:02:00,2016-12-27 07:14:00,Business,Kar?chi,Kar?chi,4.9,Temporary Site,Tuesday,December,Kar?chi - Kar?chi,12.0,7.0,False,False
2016-12-27 08:37:00,2016-12-27 08:59:00,Business,Kar?chi,Kar?chi,5.0,Meal/Entertain,Tuesday,December,Kar?chi - Kar?chi,22.0,8.0,False,False
2016-12-27 12:53:00,2016-12-27 12:57:00,Business,Kar?chi,Kar?chi,0.6,Meal/Entertain,Tuesday,December,Kar?chi - Kar?chi,4.0,12.0,False,False
2016-12-27 14:49:00,2016-12-27 15:03:00,Business,Kar?chi,Unknown Location,3.1,Customer Visit,Tuesday,December,Kar?chi - Unknown Location,14.0,14.0,False,False
2016-12-27 16:34:00,2016-12-27 16:58:00,Business,Unknown Location,Kar?chi,7.9,Meeting,Tuesday,December,Unknown Location - Kar?chi,24.0,16.0,False,False
2016-12-27 19:19:00,2016-12-27 19:50:00,Business,Kar?chi,Kar?chi,5.5,Customer Visit,Tuesday,December,Kar?chi - Kar?chi,31.0,19.0,False,False
2016-12-28 08:34:00,2016-12-28 09:06:00,Business,Kar?chi,Unknown Location,10.3,Meal/Entertain,Wednesday,December,Kar?chi - Unknown Location,32.0,8.0,False,False
2016-12-28 11:42:00,2016-12-28 12:12:00,Business,Unknown Location,Kar?chi,10.4,Errand/Supplies,Wednesday,December,Unknown Location - Kar?chi,30.0,11.0,False,False
2016-12-28 13:53:00,2016-12-28 14:01:00,Business,Kar?chi,Kar?chi,2.0,Errand/Supplies,Wednesday,December,Kar?chi - Kar?chi,8.0,13.0,False,False
2016-12-28 15:04:00,2016-12-28 15:39:00,Business,Kar?chi,Unknown Location,8.5,Meal/Entertain,Wednesday,December,Kar?chi - Unknown Location,35.0,15.0,False,False
2016-12-28 17:02:00,2016-12-28 17:16:00,Business,Unknown Location,Kar?chi,4.4,Errand/Supplies,Wednesday,December,Unknown Location - Kar?chi,14.0,17.0,False,False
2016-12-28 18:33:00,2016-12-28 18:56:00,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,Wednesday,December,Kar?chi - Kar?chi,23.0,18.0,False,False
2016-12-28 22:44:00,2016-12-28 23:18:00,Business,Kar?chi,Kar?chi,5.1,Errand/Supplies,Wednesday,December,Kar?chi - Kar?chi,34.0,22.0,False,False
2016-12-29 00:49:00,2016-12-29 01:06:00,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,Thursday,December,Kar?chi - Kar?chi,17.0,0.0,False,False
2016-12-29 09:44:00,2016-12-29 10:07:00,Business,Kar?chi,Unknown Location,11.6,Meal/Entertain,Thursday,December,Kar?chi - Unknown Location,23.0,9.0,False,False
2016-12-29 11:28:00,2016-12-29 12:00:00,Business,Unknown Location,Kar?chi,11.9,Meal/Entertain,Thursday,December,Unknown Location - Kar?chi,32.0,11.0,False,False
2016-12-29 12:25:00,2016-12-29 12:33:00,Business,Kar?chi,Kar?chi,1.4,Errand/Supplies,Thursday,December,Kar?chi - Kar?chi,8.0,12.0,False,False
2016-12-29 13:17:00,2016-12-29 13:24:00,Business,Kar?chi,Kar?chi,1.1,Errand/Supplies,Thursday,December,Kar?chi - Kar?chi,7.0,13.0,False,False
2016-12-29 13:56:00,2016-12-29 14:11:00,Business,Kar?chi,Kar?chi,4.1,Airport/Travel,Thursday,December,Kar?chi - Kar?chi,15.0,13.0,False,False
2016-12-29 14:42:00,2016-12-29 14:58:00,Business,Kar?chi,Kar?chi,6.1,Between Offices,Thursday,December,Kar?chi - Kar?chi,16.0,14.0,False,False
2016-12-29 15:05:00,2016-12-29 15:16:00,Business,Kar?chi,Kar?chi,1.3,Errand/Supplies,Thursday,December,Kar?chi - Kar?chi,11.0,15.0,False,False
2016-12-29 18:59:00,2016-12-29 19:14:00,Business,Kar?chi,Unknown Location,3.0,Meal/Entertain,Thursday,December,Kar?chi - Unknown Location,15.0,18.0,False,False
2016-12-29 19:50:00,2016-12-29 20:10:00,Business,Unknown Location,Kar?chi,4.1,Customer Visit,Thursday,December,Unknown Location - Kar?chi,20.0,19.0,False,False
2016-12-29 20:15:00,2016-12-29 20:45:00,Business,Kar?chi,Kar?chi,7.2,Meeting,Thursday,December,Kar?chi - Kar?chi,30.0,20.0,False,False
2016-12-29 20:53:00,2016-12-29 21:42:00,Business,Kar?chi,Unknown Location,6.4,Meeting,Thursday,December,Kar?chi - Unknown Location,49.0,20.0,False,False
2016-12-29 23:14:00,2016-12-29 23:47:00,Business,Unknown Location,Kar?chi,12.9,Meeting,Thursday,December,Unknown Location - Kar?chi,33.0,23.0,False,False
2016-12-30 10:15:00,2016-12-30 10:33:00,Business,Kar?chi,Kar?chi,2.8,Errand/Supplies,Friday,December,Kar?chi - Kar?chi,18.0,10.0,False,False
2016-12-30 11:31:00,2016-12-30 11:56:00,Business,Kar?chi,Kar?chi,2.9,Errand/Supplies,Friday,December,Kar?chi - Kar?chi,25.0,11.0,False,False
2016-12-30 15:41:00,2016-12-30 16:03:00,Business,Kar?chi,Kar?chi,4.6,Errand/Supplies,Friday,December,Kar?chi - Kar?chi,22.0,15.0,False,False
2016-12-30 16:45:00,2016-12-30 17:08:00,Business,Kar?chi,Kar?chi,4.6,Meeting,Friday,December,Kar?chi - Kar?chi,23.0,16.0,False,False
2016-12-30 23:06:00,2016-12-30 23:10:00,Business,Kar?chi,Kar?chi,0.8,Customer Visit,Friday,December,Kar?chi - Kar?chi,4.0,23.0,False,False
2016-12-31 01:07:00,2016-12-31 01:14:00,Business,Kar?chi,Kar?chi,0.7,Meeting,Saturday,December,Kar?chi - Kar?chi,7.0,1.0,True,False
2016-12-31 13:24:00,2016-12-31 13:42:00,Business,Kar?chi,Unknown Location,3.9,Temporary Site,Saturday,December,Kar?chi - Unknown Location,18.0,13.0,True,False
2016-12-31 15:03:00,2016-12-31 15:38:00,Business,Unknown Location,Unknown Location,16.2,Meeting,Saturday,December,Unknown Location - Unknown Location,35.0,15.0,True,False
2016-12-31 21:32:00,2016-12-31 21:50:00,Business,Katunayake,Gampaha,6.4,Temporary Site,Saturday,December,Katunayake - Gampaha,18.0,21.0,True,False
2016-12-31 22:08:00,2016-12-31 23:51:00,Business,Gampaha,Ilukwatta,48.2,Temporary Site,Saturday,December,Gampaha - Ilukwatta,103.0,22.0,True,True
,2016-12-31 23:51:00,Business,Cary,Cary,12204.7,Meeting,nan,nan,Cary - Cary,,,False,True
